z_axis_A,pore_radius_A,center_x,center_y,drift_from_axis_A
-22.27347930944206,3.168457875829845,1.956207457837484,0.6475235178065486,2.060590982555379
-21.77347930944206,2.9848398088362957,1.7854452565313803,0.4993250505780933,1.8539528193152248
-21.27347930944206,2.8603580787602647,1.620312335150822,0.32812499023444386,1.6532025801810206
-20.77347930944206,2.795807910045382,1.4409849522254858,0.16301907879665933,1.4501770438181503
-20.27347930944206,2.5450566165418067,1.643620133072477,0.02943725498327106,1.6438839272310302
-19.77347930944206,2.166900243862936,1.643620133072477,0.02943725498327106,1.6438839272310302
-19.27347930944206,1.9437285023641493,2.89105958135436,-1.5617614281287284,3.285928369874259
-18.77347930944206,1.9092437227801844,3.2528655240795072,-2.019575624113629,3.828814555787466
-18.27347930944206,1.6797026482801893,3.7449249671262983,-2.1351489947904447,4.310838144630309
-17.77347930944206,2.002444484345464,6.063208380384038,-4.265459044565109,7.413274491376583
-17.27347930944206,2.5192600071905735,6.092591848731356,-5.128730263185313,7.963890469902384
-16.77347930944206,2.2389653272822505,6.5864435702101005,-4.440245806346335,7.943363511519385
-16.27347930944206,1.8684802399614655,6.697075239553473,-4.243383345791527,7.9282483061416915
-15.77347930944206,1.547817286588925,6.812181220233297,-4.074311040607645,7.937620910584272
-15.27347930944206,1.5685970200753718,-1.2894502044297147,1.8127768930701897,2.224599196441487
-14.77347930944206,1.7091955052797492,-1.215090303065576,1.7999753416323394,2.171717153517184
-14.27347930944206,1.71871469071602,-1.8469636888850214,1.6616584283294467,2.4844281126004053
-13.77347930944206,1.5737177813157313,-1.930879690472299,2.5413921648416085,3.191703311925648
-13.27347930944206,1.5451353735026958,1.8347562830600346,4.275800959170747,4.652827711871566
-12.77347930944206,1.3931234631363456,-2.0218629986713115,3.1496397988395346,3.742747707229833
-12.27347930944206,1.0979995127474822,-1.8567968397954115,2.994618464990401,3.5235541511377027
-11.77347930944206,1.0798406102912064,0.9951741159759677,4.420155059870245,4.530799400282778
-11.27347930944206,1.0539497833853744,0.9508577686239129,4.320010921795063,4.423417882341902
-10.77347930944206,0.9866558322427148,0.919283296518072,4.385527194155831,4.480840484343149
-10.27347930944206,0.7862174340048356,1.224413937929179,4.39199205678691,4.5594719803295405
-9.77347930944206,0.8138875523393201,2.787667563064801,-3.043646330818415,4.12733257702737
-9.27347930944206,1.3534274091317668,2.6541045976745377,-5.216073786012653,5.852494973571025
-8.77347930944206,1.346456140598035,2.9931249896431185,-5.081596883717015,5.897577867680325
-8.27347930944206,1.2400844735853338,-2.789570329279622,-0.49009019402927034,2.832294092551733
-7.77347930944206,1.484293827469677,-1.2525930997674477,0.6316746307290443,1.4028549027392765
-7.27347930944206,1.485775272837381,-1.2056208585261685,0.6711542951496096,1.3798439519288612
-6.77347930944206,1.3426360367259036,-0.8427506350571194,0.7886535409814599,1.15421089559733
-6.27347930944206,1.6076909982623835,0.27428700517533267,1.4839529549500574,1.509089136530959
-5.77347930944206,1.597174938991508,0.27771559274002433,1.261360011707549,1.2915708624635458
-5.27347930944206,1.6361523218822822,0.1665517637558509,1.021823423492025,1.0353080644094628
-4.77347930944206,1.7695522719311967,0.08023720603923876,0.784420418243136,0.78851349248159
-4.27347930944206,1.6639979635831657,1.3744454177594083,0.5584530996588404,1.4835668831367155
-3.7734793094420596,1.3269585844675935,1.672285291288913,1.2726623156390455,2.1014776461249185
-3.2734793094420596,1.183672700887197,2.463280999387908,0.8906249734934963,2.619344810029807
-2.7734793094420596,1.2126440437751036,2.997826843441171,1.071386686863724,3.1835258069592576
-2.2734793094420596,1.2086266622512827,-1.2291993438076596,3.2821288085683196,3.5047539761511626
-1.7734793094420596,1.2098312653689607,-1.1212842842292328,3.420914138071258,3.5999905468000977
-1.2734793094420596,1.1895393979365794,-1.1212842842292328,3.420914138071258,3.5999905468000977
-0.7734793094420596,1.0478382040106962,-1.2456767595109142,3.239178074486223,3.470444505549002
-0.27347930944205956,0.9966453940756985,-1.319638817106875,2.975994855934218,3.2554556988859615
0.22652069055794044,0.9138212713840417,-1.3485059162310877,2.9573948880846297,3.250331142124499
0.7265206905579404,1.0960814237789573,3.5152340173631207,-1.03867190591262,3.665475526020594
1.2265206905579404,1.1268267029137367,3.44383082638543,-0.9729434493665869,3.578629765998657
1.7265206905579404,1.2368589613951977,3.532192180806579,-0.5620884728037758,3.5766361883680435
2.2265206905579404,1.2677637796184913,3.0653805475058133,-0.8685547133496512,3.1860549799378792
2.7265206905579404,1.2507992562198587,2.3687497590054356,-1.1812500351559923,2.6469468996749006
3.2265206905579404,1.2822209613694096,1.9431119849266452,-1.4164429132494782,2.4045779951167003
3.7265206905579404,1.2024606553686372,2.387499757097828,-1.6562500492927925,2.9057391641993644
4.22652069055794,1.2769834594335776,0.333125911272298,-1.3073067100502334,1.3490825352218312
4.72652069055794,1.2160126803202929,2.362499759641306,-1.806250053757045,2.973877118747358
5.22652069055794,1.3687266730805867,2.4202634256394786,-1.8817383372537022,3.065716063223349
5.72652069055794,1.478118775425426,2.2121091499419174,-1.8355469296289693,2.8744843196377823
6.22652069055794,1.5287916214367259,2.4644278498571675,-1.669200489131344,2.976514018826398
6.72652069055794,1.6746765893056699,2.7396664693155666,-1.5289612271450879,3.137434577821878
7.22652069055794,1.6750964118065506,2.6901705418914057,-1.1819586986406754,2.9383745274942066
7.72652069055794,1.613299353033945,2.5361884902443252,-0.9435614381714399,2.7060231272926156
8.22652069055794,1.6319047855516309,2.2557370751907464,-0.47666014206379637,2.3055488510687634
8.72652069055794,1.6516322360732827,2.317105629738179,-0.26752623715516094,2.3324985955073836
9.22652069055794,1.6093159315951013,2.7862393405538377,-0.362414539995187,2.8097108485365245
9.72652069055794,1.5465954994544207,2.7173985577627207,-0.3522918596323926,2.740139693522588
10.22652069055794,1.406038885306349,3.1031246842907634,-0.7328125218097368,3.188478974993204
10.72652069055794,1.325667837672236,3.3349220824314756,-1.1219292396187976,3.5185837688204895
11.22652069055794,1.2897316380302974,3.5707114952908885,-1.324840660690478,3.8085672705398896
11.72652069055794,1.2082155720117735,-1.1027344871912357,1.71132807406799,2.035845495438508
12.22652069055794,0.9912276131706383,-1.3099732778067765,1.5029662638629402,1.9937244605760036
12.72652069055794,1.1710176863784378,-2.3122011629756836,-2.839117516137552,3.6615380934181454
13.22652069055794,1.0654722820435587,-3.0315432771765405,-2.1977539716588668,3.744379209694833
13.72652069055794,1.1790228379930106,-3.615784059272929,-1.5188354944218607,3.921830436177558
14.22652069055794,1.0584296013707133,-3.430625195397806,-1.338816778197627,3.682610221213303
14.72652069055794,0.8529595427715491,0.8554686629653541,-3.006445401976886,3.1257863936319685
15.22652069055794,1.042939195856864,0.6476561841080166,-3.055273528430093,3.1231642233777293
15.72652069055794,0.9157817434876854,0.8535155381640634,-3.057714934752754,3.174603814561792
16.22652069055794,1.4385801581029745,1.4608161619102136,-4.651742646119384,4.875724925109881
16.72652069055794,1.6101474099264717,1.6708084851848066,-4.82618299534886,5.107214838262155
17.22652069055794,1.45177586637832,1.7320769018046205,-4.708120608597406,5.016621393254459
17.72652069055794,1.3595934636443474,1.854540151502525,-4.548118072289604,4.911689870737048
18.22652069055794,1.6319871397756207,2.5557881462894168,-3.66692019578349,4.469715580942271
18.72652069055794,1.7111786107473594,2.5723857939191284,-3.638630479429301,4.456097064951677
19.22652069055794,1.708177633266269,2.4417568278216715,-3.5306086370712433,4.292711768539468
