z_axis_A,pore_radius_A,center_x,center_y,drift_from_axis_A
10.350905292985559,1.3364436623383746,2.0305502320958495,3.016425703365628,3.6362010262861886
10.850905292985559,1.1772761940376661,-1.541798726212355,0.3262710590136325,1.5759429980510398
11.350905292985559,1.3312511170378738,-1.7788573571075137,-0.10566406311038362,1.7819928879431535
11.850905292985559,1.2252673613979213,-1.7278514232956748,-0.28409862354199095,1.7510519201580927
12.350905292985559,1.0361522072248166,-1.6500792856243924,-0.17649230855079778,1.6594913161018046
12.850905292985559,0.9969545394905321,2.275000082831843,-2.8312499836450495,3.6320244466230402
13.350905292985559,1.0844715261377773,1.5616577717030848,-3.124328595233308,3.492879043377769
13.850905292985559,1.1455142072474043,0.9102299228915868,-3.2807357188789616,3.404665227727508
14.350905292985559,0.9738545849638014,0.8348515074021278,-3.039806689523787,3.152364461438033
14.850905292985559,0.702827198092274,0.7057104148508608,-3.485090872559498,3.5558241741367933
15.350905292985559,0.6700875576198235,2.5721347791667584,-0.07297630267903628,2.5731697359553554
15.850905292985559,0.6539603377155283,2.2583985197273897,0.207617186300678,2.2679216115746725
16.35090529298556,0.8828043011278333,-1.5536132246835619,-1.2183105398373248,1.9743340339990094
16.85090529298556,1.1145846716994527,-1.6666015018196931,-1.0347656190225925,1.9617086223008966
17.35090529298556,1.2880878350615197,1.487500054159278,2.0750000119864067,2.553092477033429
17.85090529298556,1.2441554555120855,1.504443414151181,2.031347667984245,2.52779015516838
18.35090529298556,1.0529652380725936,1.86657721639883,1.9551269644189497,2.7030781776996653
18.85090529298556,1.012164098932859,2.2809063192186088,1.85622503399229,2.940765995245622
19.35090529298556,1.150647126619339,2.9359864350230893,1.7904785259678428,3.438870342078605
19.85090529298556,1.2728779510580028,2.8545586862392454,1.7348757748684513,3.340403986285098
20.35090529298556,1.3733172813372472,2.9352612975347796,1.8255162572468322,3.456626682274253
20.85090529298556,1.3960786516632169,3.4462447126244244,2.3248368477757584,4.1570985593853464
21.35090529298556,2.320907087867357,5.67395406619343,4.401930785766767,7.181277634230286
21.85090529298556,2.8113260583385227,5.626024669052244,4.702951492088367,7.332796559682222
22.35090529298556,3.0328115804493154,5.477682221723718,4.623956603744695,7.1684012367402214
22.85090529298556,3.3074192090712455,5.34702559255809,4.511292817354626,6.995887698385028
23.35090529298556,3.570516945265224,5.363735047534834,4.426706077029227,6.954522231549072
